"","nace_r2","geo","time","values"
"2039","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Luxembourg",2014-01-01,161.8
"2040","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Latvia",2014-01-01,103.2
"2041","Total - all NACE activities","Austria",2014-01-01,61120.6
"2042","Total - all NACE activities","Switzerland",2014-01-01,92548.9
"2043","Total - all NACE activities","Cyprus",2014-01-01,3274.2
"2044","Total - all NACE activities","Czechia",2014-01-01,27545.1
"2045","Total - all NACE activities","Finland",2014-01-01,35233.6
"2046","Total - all NACE activities","France",2014-01-01,433705
"2047","Total - all NACE activities","Hungary",2014-01-01,18655.5
"2048","Total - all NACE activities","Italy",2014-01-01,310415.7
"2049","Total - all NACE activities","Lithuania",2014-01-01,5411.9
"2050","Total - all NACE activities","Luxembourg",2014-01-01,8052.4
"2051","Total - all NACE activities","Latvia",2014-01-01,3092.2
"2052","Total - all NACE activities","Netherlands",2014-01-01,132395.8
"2053","Agriculture, forestry and fishing","Switzerland",2013-10-01,717.5
"2054","Agriculture, forestry and fishing","Cyprus",2013-10-01,73.4
"2055","Agriculture, forestry and fishing","Czechia",2013-10-01,264.7
"2056","Agriculture, forestry and fishing","Finland",2013-10-01,1209.9
"2057","Agriculture, forestry and fishing","France",2013-10-01,7724
"2058","Agriculture, forestry and fishing","Italy",2013-10-01,10847.5
"2059","Agriculture, forestry and fishing","Lithuania",2013-10-01,117.6
"2060","Agriculture, forestry and fishing","Luxembourg",2013-10-01,16.5
"2061","Agriculture, forestry and fishing","Latvia",2013-10-01,119.9
"2062","Industry (except construction)","Switzerland",2013-10-01,20866.7
"2063","Industry (except construction)","Cyprus",2013-10-01,226.2
"2064","Industry (except construction)","Czechia",2013-10-01,9661.5
"2065","Industry (except construction)","Finland",2013-10-01,9662.8
"2066","Industry (except construction)","France",2013-10-01,66165.1
"2067","Industry (except construction)","Hungary",2013-10-01,5301.1
"2068","Industry (except construction)","Italy",2013-10-01,60136.6
"2069","Industry (except construction)","Lithuania",2013-10-01,1502.2
"2070","Industry (except construction)","Luxembourg",2013-10-01,535.9
"2071","Industry (except construction)","Latvia",2013-10-01,490
"2072","Manufacturing","Switzerland",2013-10-01,19174.7
"2073","Manufacturing","Cyprus",2013-10-01,161.3
"2074","Manufacturing","Czechia",2013-10-01,8829.9
"2075","Manufacturing","Finland",2013-10-01,8408.3
"2076","Manufacturing","France",2013-10-01,55583.3
"2077","Manufacturing","Hungary",2013-10-01,4612.5
"2078","Manufacturing","Italy",2013-10-01,52508.5
"2079","Manufacturing","Lithuania",2013-10-01,1320.7
"2080","Manufacturing","Luxembourg",2013-10-01,414.7
"2081","Manufacturing","Latvia",2013-10-01,394
"2082","Construction","Switzerland",2013-10-01,4504
"2083","Construction","Cyprus",2013-10-01,178.5
"2084","Construction","Czechia",2013-10-01,2001.4
"2085","Construction","Finland",2013-10-01,2354.9
"2086","Construction","France",2013-10-01,19956.4
"2087","Construction","Italy",2013-10-01,14623.6
"2088","Construction","Lithuania",2013-10-01,469.9
"2089","Construction","Luxembourg",2013-10-01,496.7
"2090","Construction","Latvia",2013-10-01,233.7
"2091","Wholesale and retail trade, transport, accomodation and food service activities","Switzerland",2013-10-01,20271.1
"2092","Wholesale and retail trade, transport, accomodation and food service activities","Cyprus",2013-10-01,877.6
"2093","Wholesale and retail trade, transport, accomodation and food service activities","Czechia",2013-10-01,5656
"2094","Wholesale and retail trade, transport, accomodation and food service activities","Finland",2013-10-01,6694.3
"2095","Wholesale and retail trade, transport, accomodation and food service activities","France",2013-10-01,77559.3
"2096","Wholesale and retail trade, transport, accomodation and food service activities","Italy",2013-10-01,65522.8
"2097","Wholesale and retail trade, transport, accomodation and food service activities","Lithuania",2013-10-01,1860.6
"2098","Wholesale and retail trade, transport, accomodation and food service activities","Luxembourg",2013-10-01,1507.6
"2099","Wholesale and retail trade, transport, accomodation and food service activities","Latvia",2013-10-01,1029.6
"2100","Information and communication","Switzerland",2013-10-01,3914.5
"2101","Information and communication","Cyprus",2013-10-01,151.8
"2102","Information and communication","Czechia",2013-10-01,1753.5
"2103","Information and communication","Finland",2013-10-01,2687.6
"2104","Information and communication","France",2013-10-01,29048.8
"2105","Information and communication","Italy",2013-10-01,17799.3
"2106","Information and communication","Lithuania",2013-10-01,287.5
"2107","Information and communication","Luxembourg",2013-10-01,788.6
"2108","Information and communication","Latvia",2013-10-01,160.3
"2109","Financial and insurance activities","Switzerland",2013-10-01,11071.8
"2110","Financial and insurance activities","Cyprus",2013-10-01,341.2
"2111","Financial and insurance activities","Czechia",2013-10-01,1394.9
"2112","Financial and insurance activities","Finland",2013-10-01,961
"2113","Financial and insurance activities","France",2013-10-01,19146.5
"2114","Financial and insurance activities","Italy",2013-10-01,20493.1
"2115","Financial and insurance activities","Lithuania",2013-10-01,138.2
"2116","Financial and insurance activities","Luxembourg",2013-10-01,1681.3
"2117","Financial and insurance activities","Latvia",2013-10-01,228.4
"2118","Real estate activities","Switzerland",2013-10-01,5627.7
"2119","Real estate activities","Cyprus",2013-10-01,335.2
"2120","Real estate activities","Czechia",2013-10-01,2346.7
"2121","Real estate activities","Finland",2013-10-01,4079.8
"2122","Real estate activities","France",2013-10-01,54426.4
"2123","Real estate activities","Italy",2013-10-01,40613.5
"2124","Real estate activities","Lithuania",2013-10-01,372
"2125","Real estate activities","Luxembourg",2013-10-01,803.5
"2126","Real estate activities","Latvia",2013-10-01,420.2
"2127","Professional, scientific and technical activities; administrative and support service activities","Switzerland",2013-10-01,7876.7
"2128","Professional, scientific and technical activities; administrative and support service activities","Cyprus",2013-10-01,321.5
"2129","Professional, scientific and technical activities; administrative and support service activities","Czechia",2013-10-01,1977.9
"2130","Professional, scientific and technical activities; administrative and support service activities","Finland",2013-10-01,2933.4
"2131","Professional, scientific and technical activities; administrative and support service activities","France",2013-10-01,55023.1
"2132","Professional, scientific and technical activities; administrative and support service activities","Italy",2013-10-01,31202.8
"2133","Professional, scientific and technical activities; administrative and support service activities","Lithuania",2013-10-01,374.1
"2134","Professional, scientific and technical activities; administrative and support service activities","Luxembourg",2013-10-01,841.6
"2135","Professional, scientific and technical activities; administrative and support service activities","Latvia",2013-10-01,221.2
"2136","Public administration, defence, education, human health and social work activities","Switzerland",2013-10-01,16617.2
"2137","Public administration, defence, education, human health and social work activities","Cyprus",2013-10-01,774.1
"2138","Public administration, defence, education, human health and social work activities","Czechia",2013-10-01,3667.2
"2139","Public administration, defence, education, human health and social work activities","Finland",2013-10-01,6857
"2140","Public administration, defence, education, human health and social work activities","France",2013-10-01,95486.1
"2141","Public administration, defence, education, human health and social work activities","Italy",2013-10-01,54462.7
"2142","Public administration, defence, education, human health and social work activities","Lithuania",2013-10-01,711.2
"2143","Public administration, defence, education, human health and social work activities","Luxembourg",2013-10-01,1327.9
"2144","Public administration, defence, education, human health and social work activities","Latvia",2013-10-01,583.5
"2145","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Switzerland",2013-10-01,2159.2
"2146","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Cyprus",2013-10-01,141.8
"2147","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Czechia",2013-10-01,612.9
"2148","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Finland",2013-10-01,1063.8
"2149","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","France",2013-10-01,13163.6
