GDP,Geography,Industry,Quarter
"1,167",South Carolina,"Arts, entertainment, and recreation",2008 Q3
251,South Dakota,"Arts, entertainment, and recreation",2008 Q3
"31,524",Southeast,"Arts, entertainment, and recreation",2008 Q3
"10,891",Southwest,"Arts, entertainment, and recreation",2008 Q3
"2,755",Tennessee,"Arts, entertainment, and recreation",2008 Q3
"7,237",Texas,"Arts, entertainment, and recreation",2008 Q3
"143,334",United States,"Arts, entertainment, and recreation",2008 Q3
861,Utah,"Arts, entertainment, and recreation",2008 Q3
220,Vermont,"Arts, entertainment, and recreation",2008 Q3
"2,410",Virginia,"Arts, entertainment, and recreation",2008 Q3
"3,055",Washington,"Arts, entertainment, and recreation",2008 Q3
428,West Virginia,"Arts, entertainment, and recreation",2008 Q3
"1,969",Wisconsin,"Arts, entertainment, and recreation",2008 Q3
214,Wyoming,"Arts, entertainment, and recreation",2008 Q3
"8,754",Alabama,Construction,2008 Q3
"2,120",Alaska,Construction,2008 Q3
"18,188",Arizona,Construction,2008 Q3
"4,511",Arkansas,Construction,2008 Q3
"81,369",California,Construction,2008 Q3
"13,868",Colorado,Construction,2008 Q3
"7,660",Connecticut,Construction,2008 Q3
"2,123",Delaware,Construction,2008 Q3
"1,087",District of Columbia,Construction,2008 Q3
"126,137",Far West,Construction,2008 Q3
"46,010",Florida,Construction,2008 Q3
"19,382",Georgia,Construction,2008 Q3
"83,062",Great Lakes,Construction,2008 Q3
"4,601",Hawaii,Construction,2008 Q3
"3,351",Idaho,Construction,2008 Q3
"29,467",Illinois,Construction,2008 Q3
"11,807",Indiana,Construction,2008 Q3
"5,870",Iowa,Construction,2008 Q3
"4,871",Kansas,Construction,2008 Q3
"7,045",Kentucky,Construction,2008 Q3
"11,848",Louisiana,Construction,2008 Q3
"2,297",Maine,Construction,2008 Q3
"15,525",Maryland,Construction,2008 Q3
"14,368",Massachusetts,Construction,2008 Q3
"14,012",Michigan,Construction,2008 Q3
"100,521",Mideast,Construction,2008 Q3
"12,221",Minnesota,Construction,2008 Q3
"5,473",Mississippi,Construction,2008 Q3
"11,425",Missouri,Construction,2008 Q3
"2,380",Montana,Construction,2008 Q3
"3,703",Nebraska,Construction,2008 Q3
"11,945",Nevada,Construction,2008 Q3
"30,136",New England,Construction,2008 Q3
"2,320",New Hampshire,Construction,2008 Q3
"18,795",New Jersey,Construction,2008 Q3
"4,396",New Mexico,Construction,2008 Q3
"40,327",New York,Construction,2008 Q3
"19,068",North Carolina,Construction,2008 Q3
"1,508",North Dakota,Construction,2008 Q3
"17,373",Ohio,Construction,2008 Q3
"5,741",Oklahoma,Construction,2008 Q3
"7,934",Oregon,Construction,2008 Q3
"22,665",Pennsylvania,Construction,2008 Q3
"41,070",Plains,Construction,2008 Q3
"2,405",Rhode Island,Construction,2008 Q3
"29,051",Rocky Mountain,Construction,2008 Q3
"9,165",South Carolina,Construction,2008 Q3
"1,472",South Dakota,Construction,2008 Q3
"162,782",Southeast,Construction,2008 Q3
"94,164",Southwest,Construction,2008 Q3
"10,308",Tennessee,Construction,2008 Q3
"65,840",Texas,Construction,2008 Q3
"666,905",United States,Construction,2008 Q3
"7,220",Utah,Construction,2008 Q3
"1,086",Vermont,Construction,2008 Q3
"18,196",Virginia,Construction,2008 Q3
"18,168",Washington,Construction,2008 Q3
"3,022",West Virginia,Construction,2008 Q3
"10,403",Wisconsin,Construction,2008 Q3
"2,232",Wyoming,Construction,2008 Q3
849,Alabama,Educational services,2008 Q3
129,Alaska,Educational services,2008 Q3
"2,443",Arizona,Educational services,2008 Q3
497,Arkansas,Educational services,2008 Q3
"17,916",California,Educational services,2008 Q3
"1,827",Colorado,Educational services,2008 Q3
"3,950",Connecticut,Educational services,2008 Q3
334,Delaware,Educational services,2008 Q3
"3,000",District of Columbia,Educational services,2008 Q3
"22,505",Far West,Educational services,2008 Q3
"7,166",Florida,Educational services,2008 Q3
"4,283",Georgia,Educational services,2008 Q3
"20,972",Great Lakes,Educational services,2008 Q3
727,Hawaii,Educational services,2008 Q3
355,Idaho,Educational services,2008 Q3
"8,554",Illinois,Educational services,2008 Q3
"2,512",Indiana,Educational services,2008 Q3
"1,268",Iowa,Educational services,2008 Q3
772,Kansas,Educational services,2008 Q3
918,Kentucky,Educational services,2008 Q3
"1,595",Louisiana,Educational services,2008 Q3
641,Maine,Educational services,2008 Q3
"4,125",Maryland,Educational services,2008 Q3
"10,622",Massachusetts,Educational services,2008 Q3
"2,997",Michigan,Educational services,2008 Q3
"44,935",Mideast,Educational services,2008 Q3
"2,574",Minnesota,Educational services,2008 Q3
638,Mississippi,Educational services,2008 Q3
"2,771",Missouri,Educational services,2008 Q3
154,Montana,Educational services,2008 Q3
753,Nebraska,Educational services,2008 Q3
443,Nevada,Educational services,2008 Q3
"18,491",New England,Educational services,2008 Q3
"1,269",New Hampshire,Educational services,2008 Q3
"4,817",New Jersey,Educational services,2008 Q3
457,New Mexico,Educational services,2008 Q3
"20,406",New York,Educational services,2008 Q3
"4,128",North Carolina,Educational services,2008 Q3
112,North Dakota,Educational services,2008 Q3
"4,568",Ohio,Educational services,2008 Q3
789,Oklahoma,Educational services,2008 Q3
"1,343",Oregon,Educational services,2008 Q3
"12,253",Pennsylvania,Educational services,2008 Q3
"8,495",Plains,Educational services,2008 Q3
"1,397",Rhode Island,Educational services,2008 Q3
"3,804",Rocky Mountain,Educational services,2008 Q3
"1,095",South Carolina,Educational services,2008 Q3
245,South Dakota,Educational services,2008 Q3
"27,578",Southeast,Educational services,2008 Q3
"10,757",Southwest,Educational services,2008 Q3
"2,406",Tennessee,Educational services,2008 Q3
"7,067",Texas,Educational services,2008 Q3
"157,537",United States,Educational services,2008 Q3
"1,395",Utah,Educational services,2008 Q3
612,Vermont,Educational services,2008 Q3
"3,723",Virginia,Educational services,2008 Q3
"1,947",Washington,Educational services,2008 Q3
281,West Virginia,Educational services,2008 Q3
"2,341",Wisconsin,Educational services,2008 Q3
73,Wyoming,Educational services,2008 Q3
"7,043",Alabama,Finance and insurance,2008 Q3
982,Alaska,Finance and insurance,2008 Q3
"11,593",Arizona,Finance and insurance,2008 Q3
"3,865",Arkansas,Finance and insurance,2008 Q3
"81,392",California,Finance and insurance,2008 Q3
"10,776",Colorado,Finance and insurance,2008 Q3
"29,443",Connecticut,Finance and insurance,2008 Q3
"11,486",Delaware,Finance and insurance,2008 Q3
"2,909",District of Columbia,Finance and insurance,2008 Q3
"109,653",Far West,Finance and insurance,2008 Q3
"32,901",Florida,Finance and insurance,2008 Q3
"26,092",Georgia,Finance and insurance,2008 Q3
"125,122",Great Lakes,Finance and insurance,2008 Q3
"1,990",Hawaii,Finance and insurance,2008 Q3
"2,294",Idaho,Finance and insurance,2008 Q3
"45,562",Illinois,Finance and insurance,2008 Q3
"11,326",Indiana,Finance and insurance,2008 Q3
"11,393",Iowa,Finance and insurance,2008 Q3
"5,329",Kansas,Finance and insurance,2008 Q3
"6,256",Kentucky,Finance and insurance,2008 Q3
"5,859",Louisiana,Finance and insurance,2008 Q3
"2,542",Maine,Finance and insurance,2008 Q3
"11,826",Maryland,Finance and insurance,2008 Q3
"28,569",Massachusetts,Finance and insurance,2008 Q3
"15,792",Michigan,Finance and insurance,2008 Q3
"217,457",Mideast,Finance and insurance,2008 Q3
"17,524",Minnesota,Finance and insurance,2008 Q3
"3,430",Mississippi,Finance and insurance,2008 Q3
"14,410",Missouri,Finance and insurance,2008 Q3
"1,513",Montana,Finance and insurance,2008 Q3
"5,007",Nebraska,Finance and insurance,2008 Q3
"6,005",Nevada,Finance and insurance,2008 Q3
"67,326",New England,Finance and insurance,2008 Q3
"3,079",New Hampshire,Finance and insurance,2008 Q3
"26,778",New Jersey,Finance and insurance,2008 Q3
"2,050",New Mexico,Finance and insurance,2008 Q3
"133,862",New York,Finance and insurance,2008 Q3
"31,546",North Carolina,Finance and insurance,2008 Q3
"1,455",North Dakota,Finance and insurance,2008 Q3
"37,239",Ohio,Finance and insurance,2008 Q3
"4,940",Oklahoma,Finance and insurance,2008 Q3
"5,921",Oregon,Finance and insurance,2008 Q3
"30,742",Pennsylvania,Finance and insurance,2008 Q3
"60,495",Plains,Finance and insurance,2008 Q3
"2,539",Rhode Island,Finance and insurance,2008 Q3
"23,424",Rocky Mountain,Finance and insurance,2008 Q3
"6,687",South Carolina,Finance and insurance,2008 Q3
"5,376",South Dakota,Finance and insurance,2008 Q3
"153,028",Southeast,Finance and insurance,2008 Q3
"67,512",Southwest,Finance and insurance,2008 Q3
"11,428",Tennessee,Finance and insurance,2008 Q3
"48,930",Texas,Finance and insurance,2008 Q3
"824,780",United States,Finance and insurance,2008 Q3
"7,977",Utah,Finance and insurance,2008 Q3
"1,153",Vermont,Finance and insurance,2008 Q3
"15,854",Virginia,Finance and insurance,2008 Q3
"13,350",Washington,Finance and insurance,2008 Q3
"1,964",West Virginia,Finance and insurance,2008 Q3
"15,154",Wisconsin,Finance and insurance,2008 Q3
845,Wyoming,Finance and insurance,2008 Q3
"30,263",Alabama,Government,2008 Q3
"8,891",Alaska,Government,2008 Q3
"35,945",Arizona,Government,2008 Q3
"13,707",Arkansas,Government,2008 Q3
"268,101",California,Government,2008 Q3
"33,330",Colorado,Government,2008 Q3
"24,766",Connecticut,Government,2008 Q3
"6,212",Delaware,Government,2008 Q3
"34,435",District of Columbia,Government,2008 Q3
"380,935",Far West,Government,2008 Q3
"98,422",Florida,Government,2008 Q3
"55,383",Georgia,Government,2008 Q3
"239,078",Great Lakes,Government,2008 Q3
"14,617",Hawaii,Government,2008 Q3
"8,162",Idaho,Government,2008 Q3
"69,733",Illinois,Government,2008 Q3
"28,514",Indiana,Government,2008 Q3
"16,524",Iowa,Government,2008 Q3
"18,704",Kansas,Government,2008 Q3
"25,707",Kentucky,Government,2008 Q3
"24,971",Louisiana,Government,2008 Q3
"7,571",Maine,Government,2008 Q3
"62,353",Maryland,Government,2008 Q3
"45,934",Massachusetts,Government,2008 Q3
"49,539",Michigan,Government,2008 Q3
"368,785",Mideast,Government,2008 Q3
"28,829",Minnesota,Government,2008 Q3
"17,106",Mississippi,Government,2008 Q3
"32,507",Missouri,Government,2008 Q3
"5,895",Montana,Government,2008 Q3
"11,808",Nebraska,Government,2008 Q3
"14,844",Nevada,Government,2008 Q3
"97,667",New England,Government,2008 Q3
"7,939",New Hampshire,Government,2008 Q3
"58,191",New Jersey,Government,2008 Q3
"19,502",New Mexico,Government,2008 Q3
"142,392",New York,Government,2008 Q3
"61,299",North Carolina,Government,2008 Q3
"3,974",North Dakota,Government,2008 Q3
"61,667",Ohio,Government,2008 Q3
"23,926",Oklahoma,Government,2008 Q3
"21,813",Oregon,Government,2008 Q3
"65,210",Pennsylvania,Government,2008 Q3
"116,963",Plains,Government,2008 Q3
"7,566",Rhode Island,Government,2008 Q3
"69,296",Rocky Mountain,Government,2008 Q3
"28,594",South Carolina,Government,2008 Q3
"4,617",South Dakota,Government,2008 Q3
"476,252",Southeast,Government,2008 Q3
"216,119",Southwest,Government,2008 Q3
"32,631",Tennessee,Government,2008 Q3
"136,746",Texas,Government,2008 Q3
"1,965,098",United States,Government,2008 Q3
"16,877",Utah,Government,2008 Q3
"3,892",Vermont,Government,2008 Q3
"77,547",Virginia,Government,2008 Q3
"52,672",Washington,Government,2008 Q3
"10,624",West Virginia,Government,2008 Q3
"29,624",Wisconsin,Government,2008 Q3
"5,032",Wyoming,Government,2008 Q3
"12,149",Alabama,Health care and social assistance,2008 Q3
"2,471",Alaska,Health care and social assistance,2008 Q3
"19,758",Arizona,Health care and social assistance,2008 Q3
"7,868",Arkansas,Health care and social assistance,2008 Q3
"114,441",California,Health care and social assistance,2008 Q3
"14,813",Colorado,Health care and social assistance,2008 Q3
"17,892",Connecticut,Health care and social assistance,2008 Q3
"3,698",Delaware,Health care and social assistance,2008 Q3
"4,284",District of Columbia,Health care and social assistance,2008 Q3
"162,632",Far West,Health care and social assistance,2008 Q3
"60,910",Florida,Health care and social assistance,2008 Q3
"24,772",Georgia,Health care and social assistance,2008 Q3
"165,302",Great Lakes,Health care and social assistance,2008 Q3
"4,209",Hawaii,Health care and social assistance,2008 Q3
"3,981",Idaho,Health care and social assistance,2008 Q3
"45,436",Illinois,Health care and social assistance,2008 Q3
"21,232",Indiana,Health care and social assistance,2008 Q3
"9,982",Iowa,Health care and social assistance,2008 Q3
"9,403",Kansas,Health care and social assistance,2008 Q3
"12,945",Kentucky,Health care and social assistance,2008 Q3
"12,995",Louisiana,Health care and social assistance,2008 Q3
"5,959",Maine,Health care and social assistance,2008 Q3
"21,956",Maryland,Health care and social assistance,2008 Q3
"34,862",Massachusetts,Health care and social assistance,2008 Q3
"33,846",Michigan,Health care and social assistance,2008 Q3
"203,415",Mideast,Health care and social assistance,2008 Q3
"24,124",Minnesota,Health care and social assistance,2008 Q3
"6,925",Mississippi,Health care and social assistance,2008 Q3
"20,134",Missouri,Health care and social assistance,2008 Q3
"3,201",Montana,Health care and social assistance,2008 Q3
"6,654",Nebraska,Health care and social assistance,2008 Q3
"6,453",Nevada,Health care and social assistance,2008 Q3
"71,864",New England,Health care and social assistance,2008 Q3
"5,541",New Hampshire,Health care and social assistance,2008 Q3
"36,091",New Jersey,Health care and social assistance,2008 Q3
"5,470",New Mexico,Health care and social assistance,2008 Q3
"82,651",New York,Health care and social assistance,2008 Q3
"27,861",North Carolina,Health care and social assistance,2008 Q3
"2,576",North Dakota,Health care and social assistance,2008 Q3
"42,722",Ohio,Health care and social assistance,2008 Q3
"10,086",Oklahoma,Health care and social assistance,2008 Q3
"13,251",Oregon,Health care and social assistance,2008 Q3
"54,735",Pennsylvania,Health care and social assistance,2008 Q3
"76,042",Plains,Health care and social assistance,2008 Q3
"4,974",Rhode Island,Health care and social assistance,2008 Q3
"29,872",Rocky Mountain,Health care and social assistance,2008 Q3
"10,548",South Carolina,Health care and social assistance,2008 Q3
"3,168",South Dakota,Health care and social assistance,2008 Q3
"229,486",Southeast,Health care and social assistance,2008 Q3
"101,588",Southwest,Health care and social assistance,2008 Q3
"23,257",Tennessee,Health care and social assistance,2008 Q3
"66,273",Texas,Health care and social assistance,2008 Q3
"1,040,205",United States,Health care and social assistance,2008 Q3
"6,484",Utah,Health care and social assistance,2008 Q3
"2,636",Vermont,Health care and social assistance,2008 Q3
"23,429",Virginia,Health care and social assistance,2008 Q3
"21,808",Washington,Health care and social assistance,2008 Q3
"5,827",West Virginia,Health care and social assistance,2008 Q3
"22,066",Wisconsin,Health care and social assistance,2008 Q3
"1,392",Wyoming,Health care and social assistance,2008 Q3
"4,935",Alabama,Information,2008 Q3
"1,227",Alaska,Information,2008 Q3
"7,606",Arizona,Information,2008 Q3
"4,731",Arkansas,Information,2008 Q3
"151,228",California,Information,2008 Q3
"22,034",Colorado,Information,2008 Q3
"11,385",Connecticut,Information,2008 Q3
"1,781",Delaware,Information,2008 Q3
"6,372",District of Columbia,Information,2008 Q3
"199,094",Far West,Information,2008 Q3
"33,594",Florida,Information,2008 Q3
"28,063",Georgia,Information,2008 Q3
"69,772",Great Lakes,Information,2008 Q3
"1,774",Hawaii,Information,2008 Q3
"1,383",Idaho,Information,2008 Q3
"26,883",Illinois,Information,2008 Q3
"6,738",Indiana,Information,2008 Q3
"4,681",Iowa,Information,2008 Q3
"7,996",Kansas,Information,2008 Q3
"4,654",Kentucky,Information,2008 Q3
"4,282",Louisiana,Information,2008 Q3
"1,282",Maine,Information,2008 Q3
"15,817",Maryland,Information,2008 Q3
"21,156",Massachusetts,Information,2008 Q3
"11,612",Michigan,Information,2008 Q3
"171,000",Mideast,Information,2008 Q3
"11,286",Minnesota,Information,2008 Q3
"2,111",Mississippi,Information,2008 Q3
"13,269",Missouri,Information,2008 Q3
974,Montana,Information,2008 Q3
"2,959",Nebraska,Information,2008 Q3
"2,983",Nevada,Information,2008 Q3
"39,348",New England,Information,2008 Q3
"2,559",New Hampshire,Information,2008 Q3
"23,805",New Jersey,Information,2008 Q3
"2,514",New Mexico,Information,2008 Q3
"92,771",New York,Information,2008 Q3
"13,808",North Carolina,Information,2008 Q3
"1,162",North Dakota,Information,2008 Q3
"15,621",Ohio,Information,2008 Q3
"4,547",Oklahoma,Information,2008 Q3
"6,687",Oregon,Information,2008 Q3
"30,455",Pennsylvania,Information,2008 Q3
"42,432",Plains,Information,2008 Q3
"2,137",Rhode Island,Information,2008 Q3
"29,521",Rocky Mountain,Information,2008 Q3
"4,645",South Carolina,Information,2008 Q3
"1,076",South Dakota,Information,2008 Q3
"131,598",Southeast,Information,2008 Q3
"65,253",Southwest,Information,2008 Q3
"8,849",Tennessee,Information,2008 Q3
"50,587",Texas,Information,2008 Q3
"748,029",United States,Information,2008 Q3
"4,597",Utah,Information,2008 Q3
829,Vermont,Information,2008 Q3
"20,286",Virginia,Information,2008 Q3
"35,197",Washington,Information,2008 Q3
"1,644",West Virginia,Information,2008 Q3
